reward,encoder_loss,critic_loss,actor_loss
-0.04301095715685116,1.5542542934417725,0.11687380075454712,
-0.10456153100114138,1.5065946578979492,0.08487975597381592,0.13223311305046082
-0.10404321702779086,1.4645987749099731,0.09462645649909973,
-0.10312676838004348,1.42310631275177,0.06777556240558624,0.09981466829776764
-0.10188811516515303,1.3811402320861816,0.12284552305936813,
-0.10010079250462992,1.3397114276885986,0.09951123595237732,0.1085793673992157
-0.1100085749048439,1.2952812910079956,0.10307478159666061,
-0.10776875369280424,1.2484115362167358,0.11021047830581665,0.12891393899917603
-0.10474387159722943,1.200252652168274,0.14359138906002045,
-0.10372219992798846,1.1520986557006836,0.10700119286775589,0.15427306294441223
-0.7238824294514673,1.1017677783966064,0.13256528973579407,
-0.10022502720192238,1.051476001739502,0.1068444773554802,0.15211546421051025
-0.1099072280967062,1.000960111618042,0.09799418598413467,
-0.11129746926457429,0.9518077969551086,0.2175319790840149,0.12073276937007904
-0.1136649117352093,0.9025996327400208,0.12813760340213776,
-0.11565334809968625,0.8561527729034424,0.1566140502691269,0.10405032336711884
-0.11611771921587992,0.8095380067825317,0.13330583274364471,
-0.11719107001569162,0.7660130262374878,0.11449773609638214,0.11876850575208664
-0.1206878822478035,0.7234660983085632,0.1350127011537552,
-0.12476851092316436,0.6846648454666138,0.157240629196167,0.13753807544708252
-0.1303002205099852,0.6462807059288025,0.1857505738735199,
-0.13630913718598486,0.610650897026062,0.20195060968399048,0.14550644159317017
-0.788970331627138,0.576245903968811,0.14057515561580658,
-0.17899908402925732,0.5437912940979004,0.17653127014636993,0.13694998621940613
-0.1869983992565696,0.5123555660247803,0.20903249084949493,
-0.18793032099050755,0.4820334017276764,0.20452865958213806,0.12750250101089478
-0.18802650477468547,0.45197492837905884,0.16184848546981812,
-0.18807983578849236,0.42231711745262146,0.1829274296760559,0.12415249645709991
-0.18840026888050998,0.3928970396518707,0.15226072072982788,
-0.18902875562149754,0.3649238049983978,0.2033410668373108,0.12679579854011536
0.4452188423633883,0.33922433853149414,0.19872409105300903,
-0.17228493382343799,0.3149242103099823,0.1369621753692627,0.13214711844921112
-0.17646280085403188,0.29348254203796387,0.16529077291488647,
-0.17453562014030508,0.27275750041007996,0.16695094108581543,0.13441835343837738
-0.19084156165548452,0.25476452708244324,0.2091374546289444,
-0.1833052281684548,0.23691552877426147,0.180668443441391,0.13978469371795654
-0.18366464662516052,0.2204303741455078,0.14866136014461517,
-0.18459045262548657,0.205251082777977,0.1555856466293335,0.1353137493133545
-0.18492651101622132,0.19125677645206451,0.1751338094472885,
-0.18622671527641707,0.17735503613948822,0.17164376378059387,0.12349340319633484
0.4369155359775138,0.16431911289691925,0.2127755582332611,
-0.17788438682781504,0.15121248364448547,0.2079031616449356,0.12810596823692322
-0.16747326437918927,0.14091233909130096,0.2483128309249878,
-0.16939379463830478,0.1320652961730957,0.15614603459835052,0.1364627331495285
-0.1714954538128018,0.12315231561660767,0.21157114207744598,
-0.17380877206419526,0.1155158206820488,0.19422493875026703,0.1350494623184204
-0.17559511131398697,0.10943698137998581,0.25795572996139526,
-0.17716048196587814,0.10310952365398407,0.16067640483379364,0.13359932601451874
-0.17870874560817795,0.09849570691585541,0.2679719626903534,
-0.18055287195462436,0.09509134292602539,0.21600988507270813,0.13038668036460876
-0.1817544550053114,0.09161315858364105,0.20539388060569763,
-0.18256167602069467,0.08929561078548431,0.21102482080459595,0.1276671141386032
-0.1956717691376531,0.08708159625530243,0.19101187586784363,
-0.19476185294753823,0.08476990461349487,0.23329608142375946,0.1322023868560791
-0.19356738021534153,0.08365003764629364,0.2293962836265564,
-0.19226670698473644,0.0830511525273323,0.2213919311761856,0.13966968655586243
